question,step,k,acc_mean,acc_std,n_full,n_partial,n_wrong,score_mean,score_var,score_std,iou_mean,iou_max,zero_acc_var,zero_score_var
What major hair treatment occurs after the head is completely wrapped in plastic but before the blow-drying scene that features a phone displaying an ongoing call?,134,16,0.8125,0.2997,11,4,1,1.6563,0.10132,0.3183,0.3438,0.5371,0,0
"After the artist sets aside the mountain photograph, what does she begin doing next in the studio?",193,16,0.8125,0.2421,10,6,0,1.5079,0.09893,0.3145,0.1954,0.4813,0,0
"After the blue text that states '360 Wave Music Ahhhh!!! Relax & Enjoy!!!' appears, which hairstyle does the person first showcase in the following scene?",218,16,0.8125,0.348,12,2,2,1.8349,0.0958,0.3095,0.5224,0.7692,0,0
"After the man spins one hula hoop around his neck and then rolls it at his waist, what change does he make to increase the difficulty of the routine?",239,16,0.8125,0.2421,10,6,0,1.8547,0.08739,0.2956,0.5422,0.8429,0,0
"After the wide mountain landscape shots transition to the indoor interview scene, what pattern appears on the curtains behind the speaker, and what two layers of upper clothing is he wearing?",164,16,0.8125,0.2421,10,6,0,1.7778,0.06038,0.2457,0.4653,0.62,0,0
"Immediately after the guitar performance on the theater stage and right before the footage returns to curling on the ice, what startling visual dominates the screen?",201,16,0.7812,0.394,12,1,3,1.4776,0.28791,0.5366,0.1963,0.8333,0,0
"Across the playful mid-video hair-drying scenes, what object consistently rests on the small side table near the closed door beneath the lamp?",216,16,0.7812,0.394,12,1,3,1.7254,0.2059,0.4538,0.4442,0.71,0,0
"After the woman who meticulously fastens knee pads and wrist guards crosses the zebra crossing, what activity does she engage in?",148,16,0.7812,0.394,12,1,3,1.3359,0.19965,0.4468,0.0547,0.7143,0,0
"After the man briefly forms a heart shape with his hands, which specific hand gesture does he flash later while still inside the car?",152,16,0.7812,0.394,12,1,3,1.5971,0.1755,0.4189,0.3158,0.9286,0,0
"After the shirtless skateboarder successfully clears the high bar, what does he do while standing among the crowd?",226,16,0.7812,0.394,12,1,3,1.8141,0.17311,0.4161,0.5328,0.7143,0,0
"After the bags of fallen leaves are loaded into the car trunk, where are those leaves later emptied and spread?",176,16,0.7812,0.394,12,1,3,1.5032,0.16078,0.401,0.222,0.6844,0,0
"After one worker pulls up the carpet and another vacuums the newly exposed floor, what large white material do they unroll and spread across the room?",210,16,0.7812,0.3522,11,3,2,1.8832,0.15628,0.3953,0.6019,0.7647,0,0
"During the moment when a second worker wearing a red cap is visible behind him, which two cleaning tools is the main window cleaner simultaneously holding?",200,16,0.7812,0.394,12,1,3,1.2812,0.15527,0.394,0.0,0.0,0,0
"Following the moment when a colorful book lies open on the tufted leather couch beside a white pillow, which item is later measured with a tape measure while resting on that same couch?",171,16,0.7812,0.3522,11,3,2,1.4338,0.14062,0.375,0.1525,0.3333,0,0
"Across the successive drumline performances that follow the audience and bagpiper scenes, which two accent colors consistently appear on the black drums?",135,16,0.7812,0.3046,10,5,1,2.0963,0.12652,0.3557,0.815,0.9789,0,0
"During the climbing sequences that follow the instructor’s initial harness setup, what accessory can repeatedly be seen worn around the climber’s wrist?",185,16,0.7812,0.3522,11,3,2,1.4242,0.11861,0.3444,0.1429,0.18,0,0
"After the close-up on potato gnocchi and macaroni boxes, the camera pans out to a wider store view. Which two types of furniture become visible?",150,16,0.7812,0.3046,10,5,1,1.3193,0.10171,0.3189,0.038,0.3226,0,0
What does the scorecard displayed directly before Anne BOOZ’s post-match interview reveal about how many sets Amicale Nîmes Volley Ball won and their set scores against Cannes?,134,16,0.7812,0.3046,10,5,1,1.4046,0.1016,0.3187,0.1234,0.3,0,0
"Following the portion where the lab-coated woman lectures beside the nursing sign, what practical hygiene technique is demonstrated step-by-step at the bathroom sink?",168,16,0.7812,0.3046,10,5,1,1.5116,0.09825,0.3134,0.2303,0.383,0,0
"During the synchronized dive attempt later in the video, what mistake does one diver make and what immediate visual result is seen when they hit the water?",208,16,0.7812,0.3046,10,5,1,1.2812,0.09277,0.3046,0.0,0.0,0,0
"After the video’s early focus on just the sky and the ancient stone wall, what kind of modern buildings later appear in the background during the kite-flying scenes?",211,16,0.7812,0.248,9,7,0,1.4706,0.09023,0.3004,0.1894,0.8,0,0
"After the person who first exposes their side beneath a black T-shirt reading “TAKE ME TO THE HOSPITAL” later lies on a black tattoo bed, what instrument does the artist use and on which body area?",177,16,0.7812,0.248,9,7,0,1.4245,0.07929,0.2816,0.1433,0.3393,0,0
"After the nighttime clip of the skateboarder gliding beneath the bridge, what structure does he grind during the next daylight scene?",189,16,0.75,0.433,12,0,4,1.5946,0.37498,0.6124,0.3446,0.7143,0,0
"During the light-hearted rally between the man in a white shirt and the woman in a blue dress, what exact phrase flashes on the screen immediately before the slow-motion dive replay?",230,16,0.75,0.433,12,0,4,1.6509,0.31114,0.5578,0.4009,0.7692,0,0
"After previously appearing among the students on the school bus, what object is the man wearing a yellow cap holding when he later walks into the wooden lodge interior?",228,16,0.75,0.433,12,0,4,1.4634,0.29113,0.5396,0.2134,0.4211,0,0
Which percussion instrument is first showcased by a woman right after the suited host’s opening and is later played again when the curly-haired singer switches from singing to rhythm?,176,16,0.75,0.433,12,0,4,1.6728,0.27185,0.5214,0.4228,0.8932,0,0
"After the initial scene of needles weaving dark-and-light rows, which tool do the hands use in the very next crafting segment before switching back to needles later?",217,16,0.75,0.433,12,0,4,1.6006,0.268,0.5177,0.3506,0.6,0,0
"After the announcer in a white T-shirt finishes speaking under the red canopy, what color is the top worn by the woman shown watching the windsurfers from the shoreline?",160,16,0.75,0.433,12,0,4,1.6771,0.24389,0.4939,0.4271,0.8283,0,0
"After the hands stop pressing near the thermostat and the camera begins showing the living room, what object repeatedly remains centered in the later scenes?",178,16,0.75,0.433,12,0,4,1.9762,0.2435,0.4935,0.7262,0.9273,0,0
"Which visual element serves as both the opening and closing frame of the video, appearing before any sports scenes and returning after the final pole-vault attempts?",159,16,0.75,0.433,12,0,4,1.9893,0.24117,0.4911,0.7393,1.0,0,0
Which garment color is worn both by the male dancer who leads the opening ensemble and by one of the two tap dancers who later emerge onto the dimly lit stage?,216,16,0.75,0.433,12,0,4,1.7855,0.23675,0.4866,0.5355,0.7694,0,0
"After the camera leaves the clothing boutique and passes through the hallway, which kind of store does it enter, and what merchandise is primarily shown there?",160,16,0.75,0.3062,9,6,1,1.9129,0.21192,0.4604,0.6629,0.9563,0,0
"After showing the sunscreen lotion, which item does the woman dip into the water-filled blue bowl before rubbing it on her arm?",167,16,0.75,0.433,12,0,4,1.8411,0.20778,0.4558,0.5911,0.9449,0,0
What color is the canoe that a paddler uses for both casting a fishing rod on a calm river earlier and negotiating rapids later in the video?,138,16,0.75,0.433,12,0,4,1.7449,0.20626,0.4542,0.4949,0.7085,0,0
What part of the girl's body becomes the main focus when the camera shifts to a close-up of something flowing into a water-filled basin between her tooth-brushing and spitting scenes?,140,16,0.75,0.433,12,0,4,1.4486,0.20172,0.4491,0.1986,0.55,0,0
"After the two motocross riders line up together, what number is displayed on the bike that stays behind when the other rider speeds off across the sand?",163,16,0.75,0.433,12,0,4,1.8059,0.19669,0.4435,0.5559,0.865,0,0
"After the video’s professional cricket footage showing a bowler in green-and-yellow clothing, what color are the wickets that the children later set up for their own game?",182,16,0.75,0.433,12,0,4,1.4845,0.18878,0.4345,0.2345,0.5556,0,0
"Following the product discussion that centers on Cetaphil Gentle Skin Cleanser, what implement does the makeup artist use to apply liquid foundation to the model’s face in the subsequent demonstration?",173,16,0.75,0.433,12,0,4,1.548,0.185,0.4301,0.298,0.56,0,0
Which color rope is used both when the man rebounds after his bridge bungee jump and when he hauls himself onto the rescue platform from the water?,222,16,0.75,0.433,12,0,4,1.4979,0.17428,0.4175,0.2479,0.3571,0,0
"Before the red- and black-clad players begin their squash rallies, what color hoodie is worn by the man introducing the challenge in the corridor?",206,16,0.75,0.433,12,0,4,1.9774,0.17043,0.4128,0.7274,1.0,0,0
"After brewing coffee at the kitchenette, what object does the woman carry into the living room and set on the white coffee table before sitting down?",172,16,0.75,0.3953,11,2,3,1.3078,0.16998,0.4123,0.0578,0.1222,0,0
"After the quartet’s routine featuring a solo acrobatic highlight, how many dancers appear in the very next stage scene, and what color shirts do they have?",146,16,0.75,0.3536,10,4,2,1.4254,0.15691,0.3961,0.1754,0.8224,0,0
"After steering the red lawn mower around the stone fire pit, what suspended object hanging from a tree does the operator navigate around next?",219,16,0.75,0.3953,11,2,3,1.25,0.15625,0.3953,0.0,0.0,0,0
"Just before the video cuts to the “World Championships Germany August 2011” screen, the referee raises one fighter’s hand to signal victory; what color uniform is that winning competitor wearing?",153,16,0.75,0.3953,11,2,3,1.6003,0.15164,0.3894,0.3503,0.8261,0,0
"Immediately after tightening the chain around the wheelchair’s wheel with the metal handle, from which labeled container does the person retrieve the seatbelt?",219,16,0.75,0.3062,9,6,1,1.7332,0.13826,0.3718,0.4832,0.6897,0,0
Which single object is seen lying on the wooden surface right after the bilingual title about potato-cleaning tools but before the first potatoes are rinsed in the sink?,229,16,0.75,0.3062,9,6,1,1.3793,0.13299,0.3647,0.1293,0.4545,0,0
"After the upside-down floral plate is rhythmically tapped toward the sink with a rolling pin, what tool is later used to scrub it in the soapy water?",188,16,0.75,0.3953,11,2,3,1.6698,0.11984,0.3462,0.4198,0.8108,0,0
"After initially walking across the lawn with the leaf blower, how does the worker position their body when later clearing debris under the elevated deck?",145,16,0.75,0.25,8,8,0,1.805,0.11707,0.3422,0.555,0.9675,0,0
"Following the initial smoothing of the white cushion on the ironing board, what color is the fabric that the person next folds and aligns over that cushion?",212,16,0.7188,0.4319,11,1,4,1.692,0.30584,0.553,0.4732,0.85,0,0
"Following the moment where a lone person adjusts a skateboard in a dark room, what objects do the group later fill with beer while arranging them in triangular patterns on a table?",155,16,0.7188,0.4319,11,1,4,1.546,0.2642,0.514,0.3272,0.7,0,0
"Prior to the later scoreboard reading 20-18, to what score does the hand finish increasing the Whippersnappers while the Shuffleboard Kings stay on 08?",205,16,0.7188,0.4319,11,1,4,1.401,0.25176,0.5018,0.1822,0.3529,0,0
"When the on-screen directions for Row 1 appear, what material are the knitting needles made of, replacing the golden pair used earlier in the video?",177,16,0.7188,0.4319,11,1,4,1.5141,0.24947,0.4995,0.2954,0.4943,0,0
"After the mechanic rolls the detached tire across the garage, to which storage unit does he walk to get a wrench?",150,16,0.7188,0.394,10,3,3,1.4153,0.2426,0.4925,0.1966,0.3788,0,0
"After the man completes the house window-cleaning demonstration using the pole-and-brush system, what products are next displayed on screen alone against a plain background?",183,16,0.7188,0.3522,9,5,2,1.6498,0.23936,0.4892,0.4311,0.8795,0,0
"After the large screen in the cycling studio shows a virtual road, what does it later display that lists each rider’s power output, heart rate, and calories burned?",136,16,0.7188,0.3522,9,5,2,1.4638,0.21391,0.4625,0.2451,0.6,0,0
"After families are seen eating under the green-and-white striped tent at Brickley’s, what item does employee Elizabeth Rounds remove from the baking machine inside the shop?",182,16,0.7188,0.3522,9,5,2,1.8212,0.18997,0.4359,0.6024,0.8664,0,0
"After the dog has been rinsed and allowed to roam in the tub, what object does the person later hold above the bubbly water that the dog repeatedly tries to grab with its mouth?",193,16,0.7188,0.4319,11,1,4,1.9203,0.17647,0.4201,0.7015,0.9346,0,0
